LIMIT_BAL,LIMIT_BAL_CAT,EDUCATION,MARRIAGE,AGE,AGE_CAT,SEX,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,AVG_PAYMENT,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
480000,high,highschool,married,46,senior,male,0,0,0,0,0,2,0,277803,287770,296399,314867,331653,324093,16000,15000,25000,22000,5000,10000,1
30000,low,university,single,27,young,male,0,0,0,0,0,0,0,18951,17298,14793,15566,15014,15413,1270,1300,1000,1000,800,1000,1
90000,moderate,highschool,married,55,senior,male,0,0,0,0,0,0,0,30789,31791,32827,33877,35311,36738,1514,1550,1600,2000,2000,2500,1
220000,high,graduateschool,married,55,senior,male,-1,-1,-2,-1,-1,-1,-1,1782,0,0,80737,5381,2232,0,0,80737,5381,2232,121953,1
50000,low,graduateschool,single,22,young,female,0,0,0,2,0,-1,0,3560,4582,7692,12048,3750,95,1090,3200,0,2000,95,29355,0
100000,moderate,university,single,31,midage,male,0,0,0,0,0,0,0,21345,26288,23386,25362,26318,42484,6363,4386,5362,4344,20000,4382,1
310000,high,university,single,36,midage,female,0,0,0,0,0,0,0,298221,303251,270591,252989,225814,231165,10500,9672,8826,8100,9000,8619,0
20000,low,unknown,single,50,senior,male,0,0,0,-1,-1,-2,-1,19062,19242,14725,780,0,0,1333,1000,780,0,0,0,1
200000,high,graduateschool,single,36,midage,male,2,2,2,0,0,0,1,89082,91055,89064,90019,92850,98666,4000,0,3000,4000,7000,4000,0
90000,moderate,university,married,31,midage,female,0,0,0,0,-2,-2,-1,19929,17671,7870,0,0,0,1500,1000,0,0,3000,40000,1
500000,high,graduateschool,single,30,midage,male,-1,0,-1,-1,0,0,0,33269,19084,2601,112075,163165,214575,1248,2601,112212,100000,64575,67810,1
50000,low,graduateschool,single,26,young,female,-1,-1,-2,-2,-1,0,-1,5052,0,0,0,4400,9318,0,0,0,4400,5000,7000,1
150000,moderate,graduateschool,single,29,young,male,-1,-1,-2,-1,-1,-1,-1,249,0,0,12877,1558,225,0,0,12877,1558,225,0,1
30000,low,university,married,42,senior,male,0,0,0,0,0,0,0,28658,28281,29826,28572,9072,0,1656,3000,1000,500,0,0,1
260000,high,university,married,46,senior,male,2,2,2,2,2,2,2,82683,84424,86472,87157,88526,90355,4000,4300,3000,3700,3400,3600,0
30000,low,university,single,34,midage,male,-1,-1,-1,-1,-2,-2,-1,390,0,780,0,0,0,0,780,0,0,0,0,1
20000,low,university,single,23,young,female,3,2,2,2,2,2,2,12508,12015,14459,14498,14029,15179,0,2955,597,0,1473,0,0
380000,high,graduateschool,single,30,midage,male,0,0,0,0,0,0,0,192132,148842,177842,120027,97256,108213,10123,50434,7132,11068,20050,35925,1
30000,low,university,single,29,young,female,2,2,0,0,0,0,1,36328,35291,36775,36914,33305,33688,0,2206,1500,2000,6000,6000,1
90000,moderate,university,married,29,young,female,0,0,0,0,0,0,0,13770,14024,9232,4173,4408,5846,1522,3010,1500,1500,1500,2000,1
80000,moderate,university,single,33,midage,male,1,2,0,0,0,0,0,19073,16106,57525,54990,52458,54093,3895,50000,2000,2000,2344,1235,1
450000,high,graduateschool,single,37,midage,female,-1,0,0,0,0,0,0,71985,85047,74354,57628,57381,14870,15000,1879,20000,20000,5000,50893,1
190000,moderate,graduateschool,married,39,senior,female,2,2,0,0,0,0,1,171462,163148,165281,173231,132145,146854,0,10000,15000,10091,20000,10000,0
240000,high,university,married,39,senior,male,1,2,0,0,0,0,0,245338,234661,234364,235982,239281,244329,0,10200,10200,8725,9068,9068,1
350000,high,graduateschool,married,41,senior,male,0,0,0,0,0,0,0,24297,25299,26329,27343,27886,28470,1411,1441,1455,998,1033,1038,1
420000,high,university,single,28,young,male,0,0,0,0,0,0,0,22872,23309,24612,25400,26333,27887,1700,2000,1500,1500,2000,1567,1
20000,low,university,married,24,young,female,4,3,2,2,2,2,2,16549,16002,16047,15492,16739,16320,0,600,0,1500,0,2000,0
70000,moderate,graduateschool,single,27,young,male,0,0,0,0,0,0,0,43214,44196,45181,46426,47380,46923,2000,2000,2000,2000,2000,2000,1
480000,high,university,married,40,senior,male,0,0,0,0,0,0,0,69011,69842,71857,66673,65200,65511,3000,3000,2096,2115,2089,2207,1
10000,low,university,single,33,midage,male,0,0,0,0,0,0,0,8177,9131,9669,7624,8049,6857,2500,1145,1000,1000,1000,1500,1
50000,low,university,married,48,senior,male,2,2,2,2,2,2,2,42807,44489,45470,46424,45377,48441,2700,2000,2000,0,3800,0,0
60000,low,university,single,26,young,male,2,2,2,2,0,0,1,61103,61380,62158,120142,60428,58192,3000,2746,0,2297,1875,1158,0
20000,low,university,single,25,young,male,0,0,0,0,0,0,0,13896,12906,13983,10983,5400,0,2000,2500,2000,0,0,0,0
360000,high,graduateschool,single,32,midage,female,0,0,0,0,0,0,0,11358,17580,17416,14789,11800,21831,7079,7000,5000,0,11831,13000,0
10000,low,university,single,27,young,female,1,2,2,0,0,0,1,8944,9882,9538,9808,8650,0,1230,0,500,450,0,0,0
250000,high,university,married,33,midage,female,3,2,2,-2,-2,-2,0,2500,2500,0,0,0,0,0,0,0,0,0,0,0
500000,high,graduateschool,single,27,young,male,0,0,0,0,0,0,0,252881,224633,486367,616836,250600,296217,30032,271636,30876,60044,50539,100562,1
100000,moderate,graduateschool,married,33,midage,female,-1,-1,-2,-2,-2,-2,-2,3976,0,0,0,0,0,0,0,0,0,0,402,0
230000,high,graduateschool,married,32,midage,female,-2,-2,-2,-2,-2,-2,-2,700,1428,600,0,0,0,1428,600,0,0,0,0,1
270000,high,university,married,37,midage,female,-1,-1,-2,-1,-1,-1,-1,304,-22,-348,326,326,304,0,0,1000,326,304,0,1
10000,low,highschool,married,40,senior,male,1,2,2,3,2,2,2,7229,6968,8881,8594,8312,9241,0,2035,0,0,1069,1000,0
120000,moderate,highschool,married,58,senior,female,1,2,2,2,2,2,2,79400,81490,83496,84333,85444,87323,4000,3900,3100,3400,3400,3400,0
250000,high,university,single,28,young,male,0,0,0,2,2,0,1,149678,152704,163101,164953,160805,164411,7000,14400,6000,0,6200,6200,1
50000,low,university,married,29,young,male,0,0,0,0,0,0,0,47555,47531,46604,47982,29667,30449,1932,2005,2383,1068,1266,1045,1
420000,high,university,married,34,midage,female,0,0,0,0,0,-1,0,158471,44131,32423,18824,0,21082,1644,1436,1000,0,21082,228548,0
220000,high,university,single,29,young,female,0,0,0,0,0,0,0,36106,33494,29518,29569,28587,21201,3000,3000,6000,5000,1136,10000,0
260000,high,university,married,45,senior,male,-1,-1,-2,-2,-2,-2,-2,3814,2688,500,2870,1141,679,2861,500,2870,1141,679,0,1
50000,low,graduateschool,single,49,senior,female,2,2,4,4,4,4,3,150,150,150,150,150,150,0,0,0,0,0,0,0
230000,high,graduateschool,married,31,midage,female,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,moderate,university,married,41,senior,female,2,2,2,0,0,-2,1,24674,23583,22983,22983,0,0,2800,0,200,0,0,0,0
230000,high,graduateschool,single,40,senior,male,-2,-2,-2,-2,-2,-2,-2,6514,7882,162,-868,-868,-868,7882,162,0,0,0,0,0
340000,high,university,married,55,senior,male,-2,-1,-1,-2,-2,-2,-2,50396,44665,8300,2190,24599,7416,44665,8321,2190,24599,7416,77195,1
110000,moderate,graduateschool,single,29,young,male,0,0,0,0,0,0,0,47982,43735,41840,40199,39612,27926,1809,2012,1504,1502,1514,1007,1
80000,moderate,university,married,53,senior,female,1,2,2,2,0,0,1,9715,9415,11254,10777,12096,13895,0,2000,0,1500,2000,0,1
20000,low,university,single,30,midage,female,1,2,0,0,0,0,0,20128,17842,18979,7886,19786,20025,0,7027,1000,19000,6000,1000,0
30000,low,university,married,45,senior,female,1,2,2,2,2,2,2,23155,22490,26789,26065,27408,26831,0,5000,0,2084,0,2305,0
220000,high,graduateschool,single,27,young,female,-1,-1,-1,-1,-1,-1,-1,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,0
100000,moderate,university,single,44,senior,female,-1,-1,-1,-1,0,0,-1,12566,2421,3360,2845,2505,2158,3061,1390,6477,50,43,36,1
100000,moderate,university,married,29,young,male,-1,-1,-1,-2,-2,-2,-2,1200,2100,0,0,0,0,2100,0,0,0,0,4332,0
10000,low,graduateschool,married,37,midage,female,0,0,-2,-2,-2,-2,-1,5300,0,0,0,0,0,0,0,0,0,0,0,1
100000,moderate,university,married,58,senior,female,0,0,0,0,0,0,0,101249,101476,94893,101301,101451,99319,3642,4230,10000,3582,5000,4133,1
180000,moderate,graduateschool,married,39,senior,male,0,0,-1,0,0,-1,0,274731,281713,242063,122295,-1005,1005,11000,145000,26000,0,101005,1898,1
120000,moderate,graduateschool,single,24,young,female,-2,-2,-1,-1,0,0,-1,14709,8158,3529,11050,15811,14774,9326,3538,11050,5313,516,6202,1
160000,moderate,graduateschool,single,27,young,male,1,-2,-2,-1,-1,-1,-1,-1860,-2790,-4650,930,930,2010,0,0,5580,930,2010,0,1
500000,high,graduateschool,married,45,senior,male,0,0,0,0,0,0,0,3136,2345,8471,7234,5828,1906,2002,7505,145,33,1150,300,1
40000,low,university,others,37,midage,male,0,0,0,0,2,0,0,20774,21778,22807,24993,24292,24800,1355,1384,2570,0,899,2006,1
20000,low,university,married,46,senior,female,0,0,0,0,0,3,0,16294,17327,18335,18935,20624,20702,1600,1600,1200,2600,700,0,0
170000,moderate,others,single,28,young,male,0,0,0,0,0,0,0,169763,166286,162330,110034,97018,96056,6300,8138,4206,3366,3421,3642,1
80000,moderate,university,single,36,midage,male,0,0,0,0,0,0,0,59189,35690,33984,34384,29340,21985,3007,1503,2017,1024,1017,2000,1
320000,high,university,married,37,midage,male,0,0,0,0,0,0,0,188106,178067,178018,172200,164032,165857,6496,6343,6003,5967,6525,5167,1
160000,moderate,university,married,33,midage,female,-1,-1,-1,-1,-1,-1,-1,1655,4271,3711,2121,2275,2895,4271,3711,2121,2275,2895,8429,1
120000,moderate,university,single,26,young,female,0,0,0,-2,-2,-1,-1,4787,6190,0,0,0,4800,1500,0,0,0,4800,0,1
110000,moderate,university,single,29,young,male,0,0,0,0,0,0,0,31327,31495,27682,28418,29442,30213,2000,1800,1500,1500,1400,5002,1
500000,high,graduateschool,married,45,senior,male,-1,-1,-1,-1,-1,-2,-1,140,94,39,44,0,0,94,39,44,0,0,790,1
80000,moderate,university,married,48,senior,male,0,0,0,0,0,-1,0,46495,8241,11000,16000,0,54070,3000,3000,5000,0,54070,5247,1
220000,high,university,married,48,senior,male,0,0,-1,0,0,2,0,2858,1929,10417,9363,7898,5758,1000,10417,1061,525,0,313,1
30000,low,university,single,25,young,male,1,-1,2,2,-1,0,0,0,1170,390,0,9494,11473,1170,0,0,9494,3000,378,0
130000,moderate,university,single,31,midage,male,0,0,0,0,0,0,0,122486,116437,112881,96191,88934,90633,6013,4911,3533,3301,3607,5516,0
300000,high,graduateschool,single,26,young,female,-1,0,0,0,0,0,0,48729,47798,57390,36766,38586,84950,7500,18340,1000,3000,57543,64629,1
160000,moderate,graduateschool,single,36,midage,female,-1,3,2,-1,2,-1,1,598,598,168,1449,916,2133,0,0,1449,0,2133,0,0
120000,moderate,graduateschool,married,48,senior,male,-1,-1,-1,-1,-1,-1,-1,360,360,360,150,870,510,360,360,150,870,510,870,0
500000,high,university,married,40,senior,male,-1,-1,0,0,0,-1,0,1010,4682,8570,12072,9832,984,4682,5000,5000,5000,1000,600,1
80000,moderate,highschool,single,27,young,male,0,0,0,0,0,0,0,47163,86021,44400,23954,24574,24772,1821,3600,1000,1000,1000,1000,1
100000,moderate,university,single,28,young,female,0,0,0,0,0,0,0,50697,51813,53416,32422,33177,42560,1959,2545,1513,1268,10000,10000,1
610000,high,graduateschool,single,31,midage,male,0,-1,2,-1,-1,-1,0,348392,322228,319014,347303,248893,269528,323014,1605,349395,250144,271099,220076,1
150000,moderate,graduateschool,single,28,young,male,0,0,0,0,0,0,0,24942,83333,75249,61949,67280,64374,80284,6254,6119,33333,4374,6814,1
230000,high,graduateschool,single,29,young,male,0,0,0,0,0,0,0,121344,121415,25210,21433,18203,13931,6317,5516,2015,2014,2019,5536,1
50000,low,university,single,29,young,male,2,2,2,2,2,0,2,35488,36606,37526,38214,37302,38546,2000,1800,1600,0,2000,1600,0
310000,high,graduateschool,married,37,midage,female,-2,-2,-2,-2,-2,-2,-2,123,123,0,123,0,0,123,0,123,0,0,0,1
230000,high,highschool,single,46,senior,female,0,0,0,0,0,0,0,273094,341657,344026,160377,85681,-371,135034,10806,20266,15120,343,100014,1
360000,high,university,married,28,young,male,-2,-1,2,2,-2,-2,0,0,2500,2500,0,0,0,2500,0,0,0,0,0,1
180000,moderate,university,single,31,midage,female,-1,-1,-1,-1,-1,0,-1,326,326,326,326,76465,79695,326,326,326,76465,5000,5000,1
200000,high,graduateschool,single,31,midage,female,0,0,0,0,0,0,0,191953,189147,191673,192051,193348,193337,6887,7019,7000,7200,7200,7000,1
50000,low,highschool,single,23,young,female,-1,-1,-1,-1,0,0,-1,3237,5365,8263,14054,22071,20506,5389,8276,14075,15022,3012,3018,0
500000,high,graduateschool,married,62,senior,male,1,-2,-2,-2,-1,-1,-1,0,0,0,0,1981,1700,0,0,0,1981,1700,13969,1
60000,low,graduateschool,single,29,young,female,1,-1,2,-1,-1,-1,0,0,351,199,3697,0,532,351,0,3697,0,532,0,0
110000,moderate,highschool,married,42,senior,female,0,0,0,0,0,0,0,116292,118781,121030,119267,116142,113887,5836,5780,5000,4206,5000,5000,1
60000,low,graduateschool,single,24,young,female,-1,-1,-1,-1,-2,-1,-1,836,390,317,-73,-463,7942,390,317,0,0,10000,1000,0
290000,high,highschool,married,47,senior,male,-1,-1,-2,-2,-2,-2,-2,1200,0,0,0,0,0,0,0,0,0,0,4634,1
50000,low,university,married,31,midage,female,0,0,0,0,0,0,0,48509,50724,50453,19703,19345,20106,3310,2039,1237,634,5000,844,1
50000,low,university,single,25,young,male,0,0,0,0,0,3,0,21316,23038,24720,26370,29332,28574,2375,2375,2375,3547,0,0,1
120000,moderate,highschool,single,53,senior,female,2,0,0,2,0,0,1,66963,68780,70830,71557,73052,74502,3500,3800,2500,2804,2820,3000,0
10000,low,university,single,22,young,male,0,0,0,0,0,0,0,7960,9649,8518,8628,9293,5033,2000,1000,500,1500,0,2500,0
180000,moderate,university,single,39,senior,male,-1,-1,-1,-1,-1,0,-1,3135,2822,1938,5818,2628,2628,2833,2015,5818,2628,0,0,1
160000,moderate,highschool,married,41,senior,female,2,2,2,0,0,2,1,46017,47188,46134,47063,50034,51063,2200,0,2000,3900,2000,0,0
80000,moderate,graduateschool,single,28,young,female,0,0,0,0,0,0,0,70723,72151,73888,75345,75040,75211,3200,3500,3300,2800,2900,2900,1
290000,high,graduateschool,married,33,midage,female,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,moderate,university,single,31,midage,male,0,0,0,2,0,0,0,28566,32876,39120,38339,42679,46953,5000,7000,0,5000,5000,5000,1
500000,high,university,married,40,senior,male,0,0,0,0,0,-2,0,30415,31645,32556,36642,-8,-8,2006,3000,5080,8,0,0,1
70000,moderate,graduateschool,single,27,young,female,2,2,2,2,2,2,2,43616,44597,45784,46528,47458,48347,2000,2200,1800,2000,1800,2000,0
50000,low,university,single,53,senior,male,1,-1,-1,-1,0,-1,0,0,3333,0,8796,6346,3600,3333,0,8796,1000,4000,0,1
440000,high,highschool,married,40,senior,female,0,0,0,0,0,0,0,54408,57901,61914,65863,69792,73346,5000,5000,5000,5000,5000,5000,1
390000,high,graduateschool,single,34,midage,male,-1,-1,-1,-1,-1,-1,-1,13006,522,1790,7957,3044,27603,524,1790,7957,3044,27603,11219,1
50000,low,university,single,46,senior,male,0,0,0,0,0,0,0,29254,26289,21751,20154,16784,17352,1737,1300,668,8000,1000,3100,1
120000,moderate,highschool,single,50,senior,female,-1,-1,-1,0,0,0,0,6574,1374,45802,53231,25888,27114,1374,45812,10000,900,3000,3000,1
70000,moderate,university,single,30,midage,male,1,2,2,0,0,2,1,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,0
110000,moderate,university,single,29,young,female,3,2,2,4,4,3,3,600,600,600,600,600,300,0,0,0,0,0,0,0
320000,high,graduateschool,married,51,senior,male,-2,-2,-2,-2,-2,-2,-2,1834,556,1622,7728,5781,3896,556,1622,7762,5781,3896,2182,1
180000,moderate,graduateschool,single,30,midage,female,0,0,0,0,0,-1,0,112106,105872,107685,106060,2958,1079,3800,6000,3000,100,1100,800,1
490000,high,graduateschool,single,34,midage,female,0,0,-1,-1,-1,-1,-1,19036,14474,3404,14445,7672,2295,5038,3404,14445,7672,2295,9004,1
610000,high,highschool,single,29,young,male,0,0,-1,-1,-1,0,0,8965,7988,3428,6384,65809,62950,7062,4017,6434,68290,2045,8007,1
80000,moderate,university,single,27,young,female,-1,-1,-1,-1,-1,-1,-1,725,2959,1838,2899,1376,1320,2968,1838,2899,1376,1320,1107,1
180000,moderate,university,married,30,midage,male,-1,-1,-1,-1,0,-1,-1,375,375,375,750,375,399,375,375,750,0,399,399,0
10000,low,university,single,38,midage,male,0,0,0,0,0,0,0,7955,7976,8985,9164,9356,9593,1140,1149,328,340,393,192,0
100000,moderate,graduateschool,single,28,young,female,0,0,0,2,0,0,0,10886,11697,14479,10775,10998,12655,1300,3005,0,700,2000,1500,1
200000,high,graduateschool,married,40,senior,male,-1,-1,-1,-2,-1,-1,-1,540,454,0,0,990,0,454,0,0,990,0,0,1
60000,low,graduateschool,single,27,young,male,-1,-1,-1,-1,0,-1,-1,1386,5273,1586,5781,1188,1061,5273,30000,11776,0,1061,1239,1
270000,high,graduateschool,married,42,senior,male,-1,-1,-1,-1,-1,-1,-1,6532,3904,8537,5048,7507,24170,3923,8537,5056,7507,24170,3840,1
210000,high,graduateschool,single,35,midage,male,-1,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,1
70000,moderate,graduateschool,single,38,midage,male,2,-1,-1,-1,-1,-1,0,2700,2108,2253,17743,8210,0,2108,2253,17804,8210,0,0,1
220000,high,university,married,37,midage,female,2,0,-1,-1,0,0,0,2345,2572,15,947,631,715,1007,16,1578,0,400,1,0
80000,moderate,graduateschool,single,35,midage,male,0,0,0,0,0,0,0,52065,55205,55900,55622,56295,61598,5000,2606,2200,2100,6679,1700,1
470000,high,graduateschool,single,27,young,female,-1,-1,-1,-1,-1,-1,-1,2981,3182,1512,3657,6556,3772,3182,1512,3657,6556,3772,957,1
140000,moderate,highschool,married,34,midage,female,0,0,0,0,0,0,0,131138,133452,136194,137490,106322,104583,6300,7000,5421,4000,4000,4200,1
80000,moderate,graduateschool,single,31,midage,male,-1,-1,-1,-1,-1,-1,-1,6887,171,1125,1613,0,4811,171,1125,1613,0,4811,0,1
500000,high,university,single,50,senior,female,-1,-1,-1,-1,-1,-1,-1,10061,20587,9984,7461,8093,7342,20631,10009,7488,8129,7369,6027,1
320000,high,graduateschool,single,33,midage,male,-2,-2,-2,-2,-2,-2,-2,3903,3609,4615,5256,22760,700,3609,4615,5256,22760,700,1992,1
260000,high,university,married,42,senior,female,0,0,0,0,0,0,0,194654,184008,174268,181592,174184,153907,6540,7691,12831,6015,6410,9606,1
300000,high,graduateschool,single,50,senior,female,-2,-2,-2,-2,-2,-2,-2,22443,31175,26476,27782,23325,49146,31175,26476,27782,23325,49146,13164,1
310000,high,university,married,48,senior,male,0,0,0,0,0,0,0,102646,101640,102740,97791,86200,83017,5200,4700,4250,3100,3100,3100,1
350000,high,graduateschool,single,41,senior,female,-2,-2,-2,-2,-2,-2,-2,0,3813,1298,500,2398,0,3813,1298,500,2398,0,1902,1
130000,moderate,university,married,34,midage,male,0,0,0,0,0,0,0,129998,132880,128615,130553,100976,96560,6543,6700,6050,4040,3700,3562,1
50000,low,highschool,single,27,young,male,0,0,0,0,0,0,0,45557,46763,43000,29241,29115,28804,2300,1803,1200,1400,1500,1500,1
500000,high,graduateschool,single,33,midage,male,0,0,0,0,0,0,0,49981,45803,43838,25588,24648,23773,2200,2000,3000,2000,2657,85500,1
50000,low,university,married,34,midage,male,0,0,0,0,0,0,0,45398,37433,30609,30432,30254,30088,2008,2000,1500,1501,2105,2219,1
250000,high,university,single,42,senior,male,0,0,0,0,0,0,0,212787,218035,223068,228051,233072,237879,9000,9000,9000,9000,9000,9000,1
70000,moderate,graduateschool,single,29,young,female,0,0,0,0,0,0,0,75040,75705,69514,69312,69412,68692,3000,3000,3100,3000,3000,2700,1
170000,moderate,university,married,33,midage,female,0,0,0,0,0,0,0,172382,173101,171158,121399,118539,121276,6558,6316,3828,3569,3959,3997,1
320000,high,university,married,39,senior,male,0,0,0,-1,-1,-1,0,51058,34619,18079,18077,1792,18344,1240,1403,18084,1801,18352,2072,1
80000,moderate,university,married,37,midage,male,0,0,-1,-1,0,0,0,43311,16348,9360,6295,14844,29065,5377,9383,6295,10018,21939,5002,1
90000,moderate,others,single,24,young,male,0,0,0,0,0,-2,0,35865,32764,25348,9580,0,0,1546,1176,1000,0,0,0,1
90000,moderate,university,married,41,senior,female,1,1,-2,-2,-2,-2,-1,28636,-2364,-2364,-2364,-2364,-2364,0,0,0,0,0,0,0
180000,moderate,university,married,53,senior,male,-1,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,466,0
500000,high,highschool,married,52,senior,male,-1,-1,-1,-1,-1,-1,-1,30561,38207,18008,29158,11484,103340,38219,18008,29248,11484,103340,28524,1
20000,low,university,married,34,midage,male,0,0,0,0,0,0,0,12857,14183,14890,15642,16387,17113,1541,1248,1000,1000,1000,1000,0
280000,high,graduateschool,single,37,midage,male,-1,-1,-1,-1,-1,-1,-1,1695,5827,10190,2355,3612,586,6644,10200,2355,3612,4248,0,1
180000,moderate,graduateschool,single,28,young,male,-2,-2,-2,-2,-2,-1,-2,-124,0,0,0,225,35173,1004,0,0,225,24815,10250,1
420000,high,graduateschool,married,42,senior,male,-1,-1,-1,-1,0,-1,-1,13218,24671,19725,23933,24648,18610,24671,21417,23941,8000,18610,8631,1
220000,high,graduateschool,single,33,midage,male,-2,-2,-2,-2,-1,0,-2,3233,2106,666,1064,707,9213,2108,1332,1064,707,9325,1500,1
50000,low,highschool,single,26,young,female,0,0,0,0,0,0,0,46879,48368,49284,7002,6991,7137,2569,2485,1203,192,199,163,1
50000,low,graduateschool,married,41,senior,male,-1,-1,-1,-1,-1,-1,-1,508,672,226,390,220,320,1000,390,1000,220,640,1000,1
420000,high,highschool,married,59,senior,male,0,0,0,0,0,0,0,24389,21232,24524,21318,21496,19704,1733,10026,1606,2006,707,1037,1
150000,moderate,university,married,40,senior,male,0,0,0,0,0,-2,0,74985,76745,19472,20650,0,0,3400,1600,1700,0,0,0,1
230000,high,graduateschool,married,34,midage,female,0,0,0,0,0,0,0,124824,102327,103506,100554,103929,107780,10001,5000,4500,5000,6500,4300,1
100000,moderate,graduateschool,married,58,senior,female,1,2,2,2,2,2,2,27044,26325,30882,30090,34419,33714,0,5000,0,5000,0,5000,0
